-553.382,-330.019,1514.24
0.18332,0.301901,-0.935548
-617.45,167.608,1662.27
-1057.29,-201.795,1456.88
-489.314,-827.645,1366.21
-49.4787,-458.242,1571.6
1556.72,673.686,-54.7919
-0.950503,-0.247479,-0.18788
1659.89,172.669,83.2194
1469.55,607.6,473.284
1452.43,1177.59,-190.886
1645.03,736.883,-584.785
90.8418,91.2236,0
90.7494,91.3161,0
614.448,621.673,0
874.522,875.389,0
1.69713,0,0
0.00142094,0,0
1,0,0
-264.228,-380.332,1654.58
-0.11232,-0.0312829,-0.99318
-342.651,136.819,1647.16
-776.148,-287.783,1709.56
-185.805,-897.482,1662
247.692,-472.88,1599.6
1730.1,404.183,-10.9468
-0.99192,0.0512595,0.116049
1716.36,-116.122,101.388
1790.62,356.711,527.261
1743.24,916.186,-124.811
1670.2,459.957,-547.626
91.7338,91.5752,0
92.5436,90.7653,0
626.301,640.666,0
860.497,869.033,0
1.77672,0,0
0.0015121,0,0
2,0,0
-26.0905,-366.422,1636.91
0.223559,0.14494,-0.963854
-69.219,150.494,1704.64
-521.211,-225.986,1543.19
17.038,-883.339,1569.18
469.03,-506.859,1730.63
1727.99,163.135,-21.7594
-0.949346,-0.314161,0.00662568
1886.23,-312.122,117.292
1741.77,132.735,511.803
1567.54,644.976,-165.35
1716.42,186.951,-550.783
91.5234,90.3959,0
90.0468,91.8726,0
611.886,616.856,0
851.02,866.768,0
1.73581,0,0
0.00146652,0,0
3,0,0
563.321,-368.12,1665.96
0.137481,0.143936,-0.97999
516.441,148.266,1735.22
59.4451,-237.32,1614.48
610.202,-884.506,1596.69
1067.2,-498.921,1717.43
1791.79,-421.295,-8.83949
-0.976303,-0.213989,-0.0322652
1892.8,-903.368,131.765
1782.91,-460.757,521.565
1689.15,67.9427,-148.029
1802.28,-388.998,-540.66
91.8581,92.0575,0
91.1667,92.749,0
599.937,612.986,0
851.425,858.294,0
1.84067,0,0
0.00156461,0,0
4,0,0
813.742,-334.953,1484.38
-0.0632678,-0.192799,-0.979197
732.499,173.05,1389.61
299.165,-242.019,1499.33
894.985,-842.956,1579.16
1328.32,-427.888,1469.43
1629.39,-681.047,-8.80086
-0.952333,0.000381904,0.305059
1666.19,-1179.54,106.699
1788.24,-733.661,487.156
1594.35,-177.613,-118.825
1468.79,-633.374,-510.233
90.7117,91.9106,0
90.8956,91.7267,0
598.708,613.746,0
844.982,847.272,0
1.76602,0,0
0.00161055,0,0
5,0,0
806.578,-309.279,1482.58
-0.174809,0.31036,-0.934408
758.315,182.283,1654.88
305.318,-223.181,1604.96
854.842,-800.841,1310.28
1307.84,-395.377,1360.21
1629.16,-673.367,-40.7798
-0.974029,0.110726,-0.197501
1548.7,-1175.33,74.6156
1518.31,-719.067,480.291
1711.27,-166.58,-161.571
1738.37,-632.493,-556.455
91.5297,90.1567,0
90.1382,91.5482,0
611.286,611.345,0
853.752,868.597,0
1.76331,0,0
0.00148498,0,0
6,0,0
999.772,-339.301,1548.02
-0.442801,-0.0506011,-0.895191
1117.24,-848.212,1518.68
1467.57,-390.28,1319.51
882.303,169.61,1577.36
531.976,-288.321,1776.53
1713.92,-851.799,-9.54364
-0.910816,0.378642,0.164453
1530.81,-1329.85,76.9733
1762.65,-960.685,511.057
1901.45,-363.79,-94.5256
1660.77,-752.873,-531.679
88.8819,88.9005,0
90.0961,87.6863,0
615.192,632.784,0
848.675,861.556,0
1.91394,0,0
0.00165336,0,0
7,0,0
1373.41,-419.358,1874.91
-0.433161,-0.0341407,-0.90067
1258.3,89.6598,1910.98
903.393,-369.434,2099.07
1488.52,-928.375,1838.85
1843.42,-469.282,1650.76
2065.12,-1195.99,28.4714
-0.916303,0.375139,0.140209
1886.42,-1667.3,121.614
2107.68,-1288.14,553.172
2241.38,-728.586,-70.2271
2025.01,-1099.94,-490.674
87.0042,88.1126,0
87.1475,87.9693,0
601.247,615.596,0
846.165,848.296,0
2.38662,0,0
0.00206513,0,0
8,0,0
402.094,-241.487,1873.55
-0.197048,0.610545,-0.767076
373.91,163.662,2203.26
-92.0656,-193.824,2038.42
430.278,-646.635,1543.83
896.253,-289.149,1708.67
1979.44,-248.224,-178.257
-0.857305,0.126838,-0.498939
1849.53,-751.872,-83.0831
1703.42,-291.498,285.013
2117.56,261.403,-286.039
2247.23,-210.929,-628.919
91.7027,88.1414,0
88.7544,91.0897,0
597.896,607.28,0
865.287,896.279,0
2.00289,0,0
0.00190495,0,0
9,0,0
187.254,-285.007,1961.42
-0.491698,0.277726,-0.825289
144.824,200.991,2150.24
-255.994,-250.565,2237.09
229.683,-771.005,1772.59
630.501,-319.449,1685.74
2056.37,-24.4341,-144.695
-0.886831,0.422526,-0.187089
1813.81,-494.606,-56.7776
1928.91,-57.8609,383.973
2298.75,441.898,-240.446
2184,12.8324,-665.529
88.5184,89.8474,0
90.9057,89.5768,0
614.785,631.075,0
874.708,881.157,0
2.0616,0,0
0.00176025,0,0
10,0,0
595.965,-249.899,1848.89
0.166897,0.316979,-0.933632
529.854,244.958,2005.08
90.1954,-125.266,1800.79
662.076,-744.756,1692.7
1101.74,-374.532,1896.99
1968.91,-441.111,-151.947
-0.95723,-0.216264,-0.192199
2055.07,-929.434,-31.6252
1877.9,-507.132,375.575
1882.43,55.5097,-280.066
2060.22,-383.388,-671.67
93.2672,91.3191,0
91.1456,93.4406,0
612.814,614.487,0
841.339,863.974,0
2.02343,0,0
0.00169309,0,0
11,0,0
-5.66932,-318.311,2008.22
0.062852,-0.0311042,-0.997538
-61.7247,201.418,1988.48
-515.363,-206.087,1972.61
50.3861,-838.04,2027.96
504.024,-430.535,2043.83
2087.32,169.536,-117.838
-0.978679,-0.138237,0.151913
2176.19,-332.763,-2.33117
2173.88,135.952,409.283
1997.48,674.953,-236.687
2001.71,200.004,-641.618
91.3726,90.5497,0
90.5156,91.4067,0
623.799,624.15,0
850.277,859.603,0
2.0975,0,0
0.00178387,0,0
12,0,0
-462.82,-335.489,2053.73
0.464337,-0.0407849,-0.884719
-455.767,187.182,2033.34
-899.433,-171.233,1817
-469.872,-858.159,2074.12
-26.2063,-499.745,2290.45
2097.67,619.012,-122.909
-0.823121,-0.540962,0.172721
2394.63,212.2,18.1893
2188.27,645.824,392.832
1800.87,1026.72,-260.366
2006.89,591.303,-642.29
89.9563,90.7966,0
90.4185,90.3344,0
609.077,614.733,0
849.601,854.574,0
2.19054,0,0
0.00186327,0,0
13,0,0
-867.036,-331.873,2066.76
0.476487,0.281169,-0.833009
-934.924,170.108,2197.36
-1319.71,-165.8,1863.88
-799.148,-833.853,1936.16
-414.365,-497.946,2269.63
2086.37,1023.98,-139.052
-0.847843,-0.507286,-0.154348
2324.23,580.232,12.7823
2025.1,966.121,387.674
1850.26,1467.43,-299.55
2145.88,1082.13,-657.115
91.2739,89.2704,0
90.0973,90.4471,0
603.076,615.578,0
855.847,868.421,0
2.32826,0,0
0.00193128,0,0
14,0,0
-709.389,-416.176,2312.05
0.322223,-0.202249,-0.924807
-698.056,95.5525,2204.09
-1174.79,-275.391,2119.1
-720.722,-927.904,2420.01
-243.984,-556.96,2505
2339.39,886.87,-82.0365
-0.855094,-0.392821,0.338387
2590.83,447.159,42.9017
2510.64,941.176,413.759
2093.56,1315.34,-205.837
2162.52,843.806,-578.97
91.2656,91.7175,0
92.9475,90.0356,0
605.25,622.91,0
835.376,852.937,0
2.5032,0,0
0.00223442,0,0
15,0,0
-334.602,-399.502,2346.98
0.242614,0.314838,-0.917614
-268.112,-895.435,2194.41
163.32,-535.526,2431.96
-401.092,96.4307,2499.56
-832.524,-263.478,2262.01
2409.16,523.144,-99.5872
-0.940986,-0.298124,-0.160209
2540.8,34.8386,35.8653
2338.73,461.394,428.963
2278.56,1011.38,-241.072
2478.53,584.964,-622.105
91.7856,90.4042,0
90.9525,91.2373,0
605.81,614.253,0
859.907,868.936,0
2.46731,0,0
0.00207994,0,0
16,0,0
42.925,-399.756,2378.95
0.423256,0.301358,-0.854422
110.408,-898.546,2236.45
508.961,-561.941,2552.61
-24.5581,99.0333,2521.45
-423.111,-237.572,2205.29
2474.2,148.572,-92.1514
-0.845833,-0.49192,-0.206353
2696.79,-295.008,52.9284
2390.55,76.2314,423.202
2250.42,595.034,-239.188
2559.06,218.031,-605.548
91.079,90.5904,0
90.4225,91.2468,0
607.209,609.596,0
846.031,852.966,0
2.48037,0,0
0.00208372,0,0
17,0,0
30.2232,-384.638,2377.06
0.317988,0.60757,-0.727834
-105.128,30.7956,2664.71
-465.134,-258.323,2266.08
165.575,-800.071,2089.4
525.58,-510.953,2488.03
2474.7,160.239,-111.895
-0.775256,-0.391422,-0.495748
2640.61,-324.118,11.0689
2256,10.8621,348.051
2309.1,639.805,-231.574
2693.08,314.406,-575.127
90.5538,91.49,0
91.6311,90.4127,0
609.389,611.309,0
856.945,868.384,0
2.4824,0,0
0.00224825,0,0
18,0,0
54.9815,-419.731,2385.43
0.485696,-0.053326,-0.872499
75.0775,102.587,2364.69
-371.374,-245.459,2137.44
34.8854,-942.049,2406.17
481.337,-594.003,2633.42
2477.14,136.315,-75.7042
-0.822183,-0.545547,0.16246
2768.03,-261.025,62.1732
2560.69,166.279,447.737
2184.87,533.73,-220.288
2394.97,106.276,-592.439
92.4943,90.9309,0
91.4032,92.022,0
604.444,611.752,0
838.215,850.009,0
2.48204,0,0
0.0021376,0,0
19,0,0
587.692,-376.898,2282.02
0.205788,0.1459,-0.967659
541.768,139.725,2350.15
89.9653,-240.337,2196.76
633.616,-893.522,2213.89
1085.42,-513.46,2367.28
2413.67,-396.084,-90.7111
-0.961202,-0.273285,-0.0374889
2545.32,-876.699,37.4355
2404.57,-436.464,436.927
2282.02,85.3835,-225.072
2422.77,-356.557,-612.135
91.9248,90.4854,0
90.9311,91.4792,0
604.102,610.909,0
841.136,851.814,0
2.44763,0,0
0.00205088,0,0
20,0,0
595.196,-361.038,2287.24
0.146152,0.47142,-0.869714
516.377,99.0447,2523.38
85.4176,-246.005,2263.93
674.015,-821.121,2051.1
1104.97,-476.072,2310.55
2413.44,-408.202,-109.644
-0.908835,-0.228679,-0.348892
2497,-919.074,7.52914
2244.81,-489.746,383.059
2334.98,90.4488,-232.117
2576.95,-314.438,-597.045
90.5038,89.4588,0
91.288,88.6745,0
596.368,623.654,0
850.411,858.77,0
2.45017,0,0
0.00212074,0,0
21,0,0
603.365,-385.038,2283.97
0.252612,-0.0213582,-0.967332
580.63,137.292,2266.5
117.056,-242.848,2153.83
626.101,-907.367,2301.44
1089.67,-527.227,2414.1
2411.4,-414.643,-81.083
-0.928948,-0.333936,0.159819
2597.71,-875.337,39.23
2503.8,-422.289,439.998
2225.14,43.5823,-206.275
2318.96,-404.528,-597.285
92.4155,91.3333,0
92.0069,91.7419,0
602.074,612.117,0
839.355,844.011,0
2.44814,0,0
0.00209563,0,0
22,0,0
965.291,-369.398,2210.97
-0.122505,-0.185486,-0.974981
868.092,137.656,2126.71
451.017,-287.083,2259.92
1062.49,-876.452,2295.22
1479.56,-451.713,2162.01
2364.2,-775.621,-80.0318
-0.954134,0.0486331,0.295404
2369.38,-1289.34,21.2871
2510.89,-841.061,404.528
2361.9,-269.573,-170.761
2214.62,-702.511,-575.182
88.3236,91.0983,0
90.8176,88.6043,0
606.505,610.477,0
824.471,850.935,0
2.48946,0,0
0.00222739,0,0
23,0,0
975.191,-225.127,2249.43
-0.109744,-0.186126,-0.976378
880.265,282.062,2163.41
460.487,-141.631,2291.36
1070.12,-732.316,2335.44
1489.89,-308.624,2207.49
2384.65,-785.492,-226.753
-0.952155,0.0407748,0.302884
2394.4,-1297.64,-127.16
2537.92,-852.524,264.089
2376.33,-273.807,-321.797
2229.96,-717.999,-722.143
89.4204,90.5274,0
90.1273,89.8205,0
609.753,615.637,0
839.218,846.774,0
2.52091,0,0
0.00219078,0,0
24,0,0
946.249,-203.147,2254.65
-0.257533,0.300394,-0.91839
897.115,287.622,2428.95
453.916,-131.321,2416.2
995.384,-693.917,2080.34
1438.58,-274.974,2093.09
2391.65,-758.892,-252.055
-0.960207,0.184898,-0.20932
2271.59,-1253.8,-138.455
2270.61,-800.475,266.464
2516.48,-251.967,-376.894
2507.93,-729.327,-759.336
91.2951,88.3474,0
88.0965,91.5461,0
607.834,611.724,0
846.416,880.466,0
2.52179,0,0
0.00212092,0,0
25,0,0
1040.15,-180.152,2234.97
-0.167229,0.608023,-0.776107
1011.04,227.939,2560.95
543.001,-122.567,2387.2
1069.27,-588.242,1908.99
1537.3,-237.737,2082.73
2378.5,-858.366,-262.759
-0.842616,0.0884862,-0.531196
2270.33,-1369.09,-176.254
2093.38,-890.255,184.204
2496.87,-356.137,-366.864
2653.42,-817.978,-692.122
91.5101,86.9077,0
89.5183,88.8996,0
586.171,624.924,0
846.524,867.043,0
2.54226,0,0
0.00238149,0,0
26,0,0
1185.07,-174.905,2217.97
0.0471095,0.614862,-0.787226
1109.61,235.232,2533.79
671.067,-85.7966,2256.81
1260.53,-585.042,1902.15
1699.08,-264.014,2179.13
2370.97,-994.431,-263.035
-0.851527,-0.102323,-0.51423
2364.31,-1496.65,-152.086
2108.62,-1080.07,188.433
2372.02,-474.286,-368.28
2638.91,-926.719,-720.206
90.5077,91.6379,0
89.1762,92.9693,0
595.719,632.281,0
850.289,863.873,0
2.58448,0,0
0.00234056,0,0
27,0,0
1193.4,-189.281,2211.21
0.1304,0.320266,-0.93831
1133.86,305.047,2371.66
686.233,-64.1473,2183.43
1252.95,-683.609,2050.76
1700.57,-314.415,2238.98
2368.74,-1012.84,-253.326
-0.947803,-0.243756,-0.205552
2465.5,-1503.22,-117.984
2268.73,-1061.76,265.844
2272.35,-525.807,-386.415
2468.38,-960.575,-774.75
91.5911,92.1533,0
92.3169,91.4275,0
615.026,617.194,0
844.215,851.945,0
2.58862,0,0
0.00214686,0,0
28,0,0
1721.87,-273.32,2532.86
-0.430839,0.286034,-0.855899
1681.67,214.937,2716.27
1263.39,-224.483,2779.97
1762.08,-761.577,2349.45
2180.35,-322.157,2285.75
2746.37,-1511.96,-204.374
-0.898091,0.371968,-0.234676
2530.11,-1976.14,-112.493
2601.71,-1538.96,306.437
2974.93,-1031.51,-317.537
2878.73,-1501.24,-693.905
91.3597,85.7045,0
85.8165,91.2477,0
609.553,609.719,0
827.714,886.649,0
3.14171,0,0
0.00261798,0,0
29,0,0
1259.86,-263.264,2457.92
-0.322625,0.140917,-0.935978
1333.62,-771.035,2356.05
1747.32,-329.268,2279.96
1186.1,244.506,2559.79
772.391,-197.261,2635.88
2619.32,-1050.31,-210.441
-0.957845,0.287268,-0.00320718
2470.34,-1545.94,-111.048
2597.98,-1115.61,313.854
2768.02,-555.672,-317.688
2640.92,-984.03,-726.883
90.612,88.8461,0
89.6657,89.7924,0
605.875,618.071,0
850.935,860.984,0
2.82989,0,0
0.00234632,0,0
30,0,0
1276.8,-276.877,2458.38
-0.221239,-0.194309,-0.955666
1398.01,-780.305,2532.68
1785.07,-343.87,2354.34
1155.6,226.55,2384.08
768.534,-209.884,2562.43
2623.09,-1066.06,-197.879
-0.943908,0.149847,0.294252
2570.48,-1572.65,-108.665
2760.48,-1163.83,292.643
2678.35,-555.37,-280.679
2483.05,-972.378,-694.815
89.6537,91.0426,0
89.9715,90.7248,0
603.556,619.312,0
840.041,843.528,0
2.83835,0,0
0.00248231,0,0
31,0,0
816.184,-261.838,2442.62
0.0185526,0.158663,-0.987158
872.456,-775.492,2361.12
1326.82,-375.073,2434.02
759.912,251.817,2524.12
305.543,-148.602,2451.22
2570.45,-612.823,-220.947
-0.995087,-0.0983478,-0.011356
2618.49,-1114.3,-88.0322
2568.66,-654.795,299.126
2522.18,-109.952,-346.502
2572.46,-572.248,-748.38
89.6953,91.3596,0
90.5783,90.4766,0
602.925,614.614,0
846.08,855.569,0
2.65171,0,0
0.00220314,0,0
32,0,0
808.059,-248.113,2449.18
-0.0583463,0.47069,-0.880367
755.118,209.372,2697.28
298.916,-159.533,2530.28
860.999,-705.597,2201.08
1317.2,-336.692,2368.08
2576.56,-605.075,-235.987
-0.936413,-0.00714113,-0.350827
2538.88,-1120.88,-124.905
2390.24,-657.781,262.397
2618.67,-92.687,-358.818
2758.45,-548.951,-722.621
91.3614,88.571,0
90.0107,89.9218,0
600.057,621.736,0
855.908,870.298,0
2.65716,0,0
0.0023326,0,0
33,0,0
157.351,-273.95,2445.57
0.192702,0.147833,-0.970058
114.915,242.68,2515.87
-340.869,-134.733,2367.81
199.787,-790.581,2375.27
655.57,-413.168,2523.32
2540.95,38.2034,-225.927
-0.971376,-0.237215,-0.0125864
2659.78,-455.692,-88.2179
2541.91,6.21375,302.552
2423.05,528.491,-366.995
2539.06,73.8014,-751.049
90.6923,89.9782,0
90.6478,90.0228,0
606.381,616.401,0
856.902,857.436,0
2.55126,0,0
0.0021145,0,0
34,0,0
-527.413,-274.384,2415.57
0.249184,0.144561,-0.957606
-568.453,242.747,2482.95
-1018.93,-130.166,2309.44
-486.373,-791.515,2348.18
-35.8974,-418.603,2521.69
2451.58,714.927,-238.798
-0.948563,-0.314972,-0.0319531
2606.98,232.336,-94.8177
2445.69,678.876,291.418
2294.85,1202.23,-389.502
2458.81,746.264,-762.29
90.5335,88.926,0
88.9761,90.4833,0
611.359,612.037,0
855.333,871.955,0
2.56484,0,0
0.00212096,0,0
35,0,0
-108.164,-399.258,2935.88
-0.0462759,0.311869,-0.948998
-159.617,94.5509,3100.67
-617.286,-294.665,2995.08
-56.7109,-893.067,2771.09
400.959,-503.851,2876.68
3015.08,343.275,-174.314
-0.980233,-0.00732749,-0.19771
2993.8,-168.269,-49.8661
2911.33,297.343,341.769
3036.37,853.319,-298.808
3118.81,390.705,-690.353
90.2521,90.272,0
90.4284,90.0957,0
611.648,613.982,0
857.37,859.245,0
3.03956,0,0
0.00258336,0,0
36,0,0
464.647,-412.617,3001.03
0.173966,0.312857,-0.933733
407.787,83.5573,3156.69
-38.6041,-278.428,2952.23
521.507,-908.791,2845.38
967.898,-546.806,3049.83
3122.71,-222.962,-158.895
-0.948339,-0.253283,-0.191052
3226.8,-715.585,-22.4859
3031.73,-271.75,357.39
3020.41,264.256,-297.013
3211.9,-168.768,-673.47
90.9331,90.6049,0
91.353,90.1849,0
604.896,615.912,0
845.975,850.301,0
3.13469,0,0
0.00264698,0,0
37,0,0
599.047,-329.164,2989.35
-0.0842402,0.145433,-0.985775
540.183,184.313,3070.14
89.536,-226.212,3048.08
657.912,-842.641,2908.57
1108.56,-432.115,2930.62
3113.05,-358.002,-237.647
-0.999379,-0.00774541,-0.0343836
3112.75,-865.303,-114.69
3095.39,-405.899,286.38
3113.19,145.604,-355.258
3130.86,-306.412,-767.018
90.4759,91.7767,0
91.6856,90.5669,0
610.092,611.7,0
846.27,859.197,0
3.14257,0,0
0.00261763,0,0
38,0,0
1033.3,-314.046,2945.67
0.101302,0.147709,-0.983829
987.771,201.977,3018.46
527.578,-184.31,2913.08
1078.83,-830.068,2872.89
1539.03,-443.781,2978.27
3094.04,-792.925,-237.693
-0.983609,-0.179747,-0.0143143
3182.64,-1288.21,-106.391
3091.39,-820.199,286.511
3007.43,-308.467,-370.213
3094.68,-754.825,-760.681
91.2049,91.0953,0
92.364,89.9362,0
599.428,617.845,0
836.783,848.723,0
3.20286,0,0
0.00266064,0,0
39,0,0
1307.53,-325.367,2959.64
-0.197926,-0.0286549,-0.979798
1231.69,192.221,2959.83
802.811,-230.116,3058.81
1383.38,-842.955,2959.46
1812.25,-420.618,2860.47
3134.53,-1062.77,-223.017
-0.985941,0.124,0.112001
3083.28,-1571.9,-110.432
3185.98,-1120.43,293.737
3184.68,-559.287,-338.967
3084.17,-999.454,-736.408
90.2768,89.6322,0
90.5177,89.3913,0
601.505,614.597,0
845.694,848.261,0
3.3173,0,0
0.002781,0,0
40,0,0
